Actual,Predicted,Error,Absolute_Error,Percentage_Error
35.94,27.143140741561748,8.79685925843825,8.79685925843825,24.476514352916666
32.96,31.194817059700227,1.7651829402997734,1.7651829402997734,5.355530765472613
32.12,31.181930543961585,0.9380694560384129,0.9380694560384129,2.9205151184259432
32.94,31.169049186267095,1.7709508137329024,1.7709508137329024,5.376292694999704
32.21,31.156172984552164,1.0538270154478369,1.0538270154478369,3.271738638459599
10.36,9.48657781045354,0.87342218954646,0.87342218954646,8.43071611531332
10.43,9.482380381726166,0.9476196182738335,0.9476196182738335,9.085518871273571
10.36,9.478184633090073,0.881815366909926,0.881815366909926,8.511731340829403
10.39,9.473990563872771,0.9160094361272293,0.9160094361272293,8.816260212966595
10.71,10.067924205159628,0.6420757948403732,0.6420757948403732,5.995105460694427
10.8,10.063494082783116,0.7365059172168849,0.7365059172168849,6.819499233489674
10.7,10.05906573363742,0.6409342663625797,0.6409342663625797,5.990039872547474
10.75,10.054639157012774,0.6953608429872258,0.6953608429872258,6.468472958020705
11.11,10.721494120057631,0.3885058799423682,0.3885058799423682,3.496902609742288
11.13,10.716802395356154,0.41319760464384636,0.41319760464384636,3.7124672474739113
11.09,10.712112548596213,0.37788745140378666,0.37788745140378666,3.407461238988158
11.16,10.707424579026132,0.4525754209738686,0.4525754209738686,4.055335313385919
11.68,11.368280835014458,0.31171916498554175,0.31171916498554175,2.668828467341967
11.69,11.363330223077611,0.3266697769223885,0.3266697769223885,2.7944377837672243
11.7,11.358381592706259,0.3416184072937405,0.3416184072937405,2.919815446955047
11.69,11.35343494310725,0.3365650568927503,0.3365650568927503,2.8790851744461103
15.41,12.101836165234484,3.308163834765516,3.308163834765516,21.467643314506915
15.2,12.09659193546808,3.1034080645319193,3.1034080645319193,20.417158319288944
15.42,12.091349804792635,3.3286501952073646,3.3286501952073646,21.586577141422598
15.21,12.086109772367953,3.1238902276320477,3.1238902276320477,20.538397288836606
12.96,12.878898222838227,0.08110177716177347,0.08110177716177347,0.6257853176062768
12.97,12.873342960944612,0.0966570390553887,0.0966570390553887,0.7452354591780161
12.93,12.867789922637785,0.06221007736221473,0.06221007736221473,0.48112975531488583
13.02,12.862239107027717,0.15776089297228246,0.15776089297228246,1.2116812056242894
24.29,23.942130480025376,0.3478695199746227,0.3478695199746227,1.4321511732178784
24.31,23.932146973786153,0.3778530262138453,0.3778530262138453,1.554311090966044
24.13,23.92216746361282,0.2078325363871798,0.2078325363871798,0.8613035076136751
24.25,23.912191947905885,0.3378080520941147,0.3378080520941147,1.3930228952334625
28.88,25.50542360650233,3.3745763934976694,3.3745763934976694,11.684821307124894
29.68,25.494814365958078,4.185185634041922,4.185185634041922,14.10102976429219
28.83,25.484209371940366,3.345790628059632,3.345790628059632,11.605239778215859
27.9,25.47360862274946,2.426391377250539,2.426391377250539,8.696743287636341
26.48,24.746447130420325,1.7335528695796754,1.7335528695796754,6.546649809590919
27.02,24.736141682945814,2.283858317054186,2.283858317054186,8.452473416188697
26.33,24.72584036039957,1.6041596396004287,1.6041596396004287,6.09251667147903
25.36,24.715543161130526,0.6444568388694734,0.6444568388694734,2.5412335917565985
23.75,26.081037276032696,-2.3310372760326956,2.3310372760326956,-9.814893793821875
24.23,26.070197636458744,-1.8401976364587433,1.8401976364587433,-7.594707538005544
23.67,26.059362335632418,-2.3893623356324163,2.3893623356324163,-10.094475435709406
22.79,26.04853137181706,-3.2585313718170603,3.2585313718170603,-14.298075348034493
35.65,27.589312815112418,8.06068718488758,8.06068718488758,22.610623239516357
37.26,27.57786946294596,9.68213053705404,9.68213053705404,25.985320818717227
36.97,27.566430691173213,9.403569308826786,9.403569308826786,25.435675706861744
36.03,27.554996497960808,8.475003502039193,8.475003502039193,23.52207466566526
33.16,31.665966348047792,1.4940336519522042,1.4940336519522042,4.5055297103504355
32.4,31.652891246900875,0.7471087530991234,0.7471087530991234,2.3058912132689
33.12,31.639821379282584,1.480178620717414,1.480178620717414,4.469138347576733
32.41,31.626756743098113,0.7832432569018835,0.7832432569018835,2.4166715732856634
10.42,9.640041756635771,0.7799582433642289,0.7799582433642289,7.485203871057859
10.46,9.6357829013889,0.8242170986111006,0.8242170986111006,7.879704575631936
10.32,9.631525750820305,0.6884742491796949,0.6884742491796949,6.671262104454407
10.45,9.627270304247656,0.8227296957523436,0.8227296957523436,7.87301144260616
10.64,10.229895761111507,0.41010423888849346,0.41010423888849346,3.8543631474482467
10.72,10.225400806901936,0.49459919309806466,0.49459919309806466,4.613798443078961
10.55,10.22090765187321,0.32909234812679067,0.32909234812679067,3.119358750016973
10.68,10.216416295305176,0.46358370469482324,0.46358370469482324,4.340671392273626
11.45,10.893030227959553,0.5569697720404463,0.5569697720404463,4.864364821313941
11.46,10.888269843052612,0.5717301569473889,0.5717301569473889,4.988919345090653
11.32,10.883511363569603,0.43648863643039704,0.43648863643039704,3.855906682247324
11.49,10.878754788747855,0.6112452112521449,0.6112452112521449,5.319801664509529
11.45,11.549282227340871,-0.099282227340872,0.099282227340872,-0.8670936885665677
11.42,11.544259166559646,-0.12425916655964642,0.12425916655964642,-1.0880837702245745
11.33,11.539238116342784,-0.20923811634278344,0.20923811634278344,-1.8467618388595186
11.43,11.534219075885519,-0.10421907588551882,0.10421907588551882,-0.911802938630961
15.41,12.293572641756464,3.116427358243536,3.116427358243536,20.223409203397377
15.18,12.288251666248104,2.891748333751895,2.891748333751895,19.049725518787188
15.34,12.282932820549474,3.0570671794505255,3.0570671794505255,19.92872998338022
15.19,12.277616103808082,2.9123838961919173,2.9123838961919173,19.17303420797839
12.88,13.082006474971262,-0.20200647497126134,0.20200647497126134,-1.5683732528824637
13.0,13.076369915591691,-0.07636991559169104,0.07636991559169104,-0.5874608891668542
12.97,13.070735612339591,-0.10073561233959083,0.10073561233959083,-0.7766816679999292
13.04,13.065103564311908,-0.025103564311908855,0.025103564311908855,-0.19251199625696977
24.28,24.307141624637406,-0.027141624637405215,0.027141624637405215,-0.11178593343247616
24.4,24.297012016562874,0.10298798343712434,0.10298798343712434,0.4220818993324768
24.11,24.286886463033944,-0.17688646303394506,0.17688646303394506,-0.7336643012606597
24.35,24.276764962427716,0.07323503757228522,0.07323503757228522,0.3007599078943951
28.07,25.893312484590915,2.1766875154090854,2.1766875154090854,7.754497739255737
29.01,25.882547985014654,3.127452014985348,3.127452014985348,10.780599844830569
29.62,25.87178779410997,3.748212205890031,3.748212205890031,12.654328851755675
29.05,25.86103191015225,3.1889680898477515,3.1889680898477515,10.977514939234945
25.41,25.123228903103854,0.2867710968961461,0.2867710968961461,1.1285757453606695
26.47,25.112772642402643,1.3572273575973561,1.3572273575973561,5.127417293529868
26.89,25.10232056699523,1.7876794330047723,1.7876794330047723,6.648119869857837
26.46,25.091872675206375,1.368127324793626,1.368127324793626,5.170549224465707
22.93,26.477349869350334,-3.5473498693503345,3.5473498693503345,-15.470343957044633
23.84,26.466351599011013,-2.626351599011013,2.626351599011013,-11.016575499207269
24.17,26.45535773091394,-2.285357730913937,2.285357730913937,-9.455348493644752
23.87,26.44436826329704,-2.574368263297039,2.574368263297039,-10.784952925417004
35.78,28.007697996870355,7.772302003129646,7.772302003129646,21.722476252458485
35.48,27.99608717901463,7.483912820985367,7.483912820985367,21.09332813130036
36.97,27.98448100858358,8.98551899141642,8.98551899141642,24.30489313339578
36.7,27.972879483716987,8.727120516283016,8.727120516283016,23.77961993537606
32.52,32.144010586334005,0.37598941366599803,0.37598941366599803,1.156179008813032
33.28,32.130744139959404,1.149255860040597,1.149255860040597,3.453292848679679
32.33,32.11748300370257,0.21251699629743115,0.21251699629743115,0.6573368273969414
33.24,32.104227175438034,1.1357728245619683,1.1357728245619683,3.416885753796535
10.39,9.795751543472932,0.5942484565270689,0.5942484565270689,5.719426915563704
10.34,9.791430362771159,0.5485696372288409,0.5485696372288409,5.305315640511034
10.35,9.787110911694471,0.5628890883055284,0.5628890883055284,5.438541915995444
10.38,9.782793189550553,0.5972068104494479,0.5972068104494479,5.753437480245163
10.77,10.394237660810884,0.37576233918911583,0.37576233918911583,3.4889725087197383
10.68,10.389676925998396,0.29032307400160384,0.29032307400160384,2.7183808427116465
10.68,10.385118016696541,0.2948819833034584,0.2948819833034584,2.761067259395678
10.7,10.380560932174632,0.3194390678253676,0.3194390678253676,2.985411848835211
11.22,11.067076650332714,0.1529233496672866,0.1529233496672866,1.3629532055907896
11.16,11.062246600424817,0.0977533995751827,0.0977533995751827,0.8759265194908843
11.1,11.057418483825444,0.042581516174555745,0.042581516174555745,0.3836172628338355
11.14,11.05259229976075,0.08740770023925037,0.08740770023925037,0.7846292660614934
11.59,11.73293245214943,-0.14293245214943084,0.14293245214943084,-1.2332394490891359
11.6,11.727835882284182,-0.12783588228418274,0.12783588228418274,-1.1020334679670927
11.53,11.722741352406537,-0.19274135240653756,0.19274135240653756,-1.6716509315397883
11.61,11.71764886169996,-0.10764886169996046,0.10764886169996046,-0.9272081111107706
15.16,12.48811505142899,2.6718849485710106,2.6718849485710106,17.624570900864185
15.36,12.48271620705685,2.8772837929431496,2.8772837929431496,18.732316360306964
15.12,12.477319523662757,2.642680476337242,2.642680476337242,17.478045478420913
15.36,12.471925000381749,2.888074999618251,2.888074999618251,18.80257161209799
12.68,13.288087078469815,-0.6080870784698149,0.6080870784698149,-4.795639420108951
12.63,13.28236803187078,-0.652368031870779,0.652368031870779,-5.165225905548527
12.71,13.27665127441611,-0.5666512744161096,0.5666512744161096,-4.458310577624781
12.73,13.270936805189534,-0.5409368051895331,0.5409368051895331,-4.249307189234353
24.38,24.677494459519146,-0.29749445951914666,0.29749445951914666,-1.2202397847380915
24.23,24.667216611508145,-0.43721661150814484,0.43721661150814484,-1.8044432996621742
24.04,24.65694287737827,-0.6169428773782712,0.6169428773782712,-2.566318125533574
24.32,24.646673255482867,-0.3266732554828664,0.3266732554828664,-1.3432288465578388
29.06,26.28687785304534,2.773122146954659,2.773122146954659,9.542746548364278
28.05,26.275955822326555,1.7740441776734457,1.7740441776734457,6.324578173523871
28.86,26.26503816333383,2.594961836666169,2.594961836666169,8.991551755600032
29.79,26.254124874317313,3.5358751256826864,3.5358751256826864,11.86933576932758
26.44,25.505524621207016,0.9344753787929854,0.9344753787929854,3.5343244281126527
25.37,25.49491534022993,-0.12491534022992923,0.12491534022992923,-0.49237422242778567
26.33,25.484310305795574,0.8456896942044239,0.8456896942044239,3.2118864193103835
27.03,25.4737095162042,1.5562904837958023,1.5562904837958023,5.757641449485025
23.8,26.879462228386735,-3.079462228386735,3.079462228386735,-12.938916925994684
22.8,26.868303005828494,-4.0683030058284935,4.0683030058284935,-17.843434236089884
23.59,26.85714824993633,-3.26714824993633,3.26714824993633,-13.849717040849216
24.24,26.845997958922382,-2.6059979589223836,2.6059979589223836,-10.750816662221055
36.86,28.43220596169225,8.427794038307749,8.427794038307749,22.864335426770886
35.89,28.420425227400607,7.469574772599394,7.469574772599394,20.812412294787947
35.45,28.40864920854554,7.041350791454462,7.041350791454462,19.862766689575352
37.1,28.396877903239616,8.703122096760385,8.703122096760385,23.458550126038773
33.08,32.62905067746974,0.4509493225302563,0.4509493225302563,1.363208351058816
32.38,32.615590085659974,-0.23559008565997175,0.23559008565997175,-0.7275790168621734
33.09,32.602134881677934,0.4878651183220697,0.4878651183220697,1.4743581696043204
32.31,32.588685063367066,-0.2786850633670639,0.2786850633670639,-0.8625350150636455
10.08,9.953740037318152,0.12625996268184814,0.12625996268184814,1.2525789948596044
10.15,9.949355619070761,0.20064438092923886,0.20064438092923886,1.9767919303373287
10.07,9.944972955760344,0.1250270442396566,0.1250270442396566,1.2415793866897378
10.14,9.940592046684454,0.1994079533155464,0.1994079533155464,1.9665478630724493
10.66,10.56098459262911,0.09901540737089043,0.09901540737089043,0.9288499753366831
10.68,10.556357114559244,0.12364288544075563,0.12364288544075563,1.1577049198572626
10.53,10.55173148871512,-0.02173148871512076,0.02173148871512076,-0.20637691087484106
10.72,10.547107714355358,0.1728922856446431,0.1728922856446431,1.6128011720582376
11.18,11.243670123924973,-0.06367012392497351,0.06367012392497351,-0.5695002139979741
11.22,11.238769389516136,-0.018769389516135604,0.018769389516135604,-0.16728511155201073
11.07,11.233870616708476,-0.16387061670847558,0.16387061670847558,-1.4803127073936366
11.2,11.228973804716832,-0.02897380471683242,0.02897380471683242,-0.25869468497171805
11.44,11.919270273305036,-0.4792702733050369,0.4792702733050369,-4.18942546595312
11.42,11.914099118600227,-0.4940991186002268,0.4940991186002268,-4.326612246937188
11.33,11.908930033736858,-0.5789300337368584,0.5789300337368584,-5.109709035629818
11.43,11.90376301788644,-0.4737630178864407,0.4737630178864407,-4.144908292969736
15.4,12.685504457178576,2.7144955428214246,2.7144955428214246,17.626594433905353
15.19,12.680026604384704,2.5099733956152956,2.5099733956152956,16.523853822352176
15.32,12.674550944193326,2.645449055806674,2.645449055806674,17.267944228503094
15.16,12.66907747572682,2.4909225242731807,2.4909225242731807,16.430887363279556
12.85,13.497183531677981,-0.6471835316779817,0.6471835316779817,-5.036447717338379
13.04,13.491380790715032,-0.45138079071503334,0.45138079071503334,-3.461509131250256
13.0,13.485580372396521,-0.4855803723965213,0.4855803723965213,-3.7352336338193943
13.0,13.479782275792768,-0.47978227579276833,0.47978227579276833,-3.690632890713603
24.35,25.053267156680842,-0.703267156680841,0.703267156680841,-2.888160807724193
24.33,25.042838899342556,-0.7128388993425574,0.7128388993425574,-2.9298762817203348
24.03,25.03241481608925,-1.0024148160892494,1.0024148160892494,-4.1715140078620445
24.26,25.021994905250175,-0.7619949052501731,0.7619949052501731,-3.140951794106237
29.83,26.68620278344794,3.143797216552059,3.143797216552059,10.539045311941198
29.08,26.67512091622532,2.404879083774677,2.404879083774677,8.269873052870281
28.03,26.664043484706003,1.3659565152939983,1.3659565152939983,4.873194845858003
29.02,26.652970487114523,2.367029512885477,2.367029512885477,8.156545530273869
27.03,25.893414977577216,1.1365850224227856,1.1365850224227856,4.204902043739495
26.45,25.88265043697642,0.5673495630235799,0.5673495630235799,2.144988896119395
25.36,25.871890205063618,-0.5118902050636187,0.5118902050636187,-2.018494499462219
26.45,25.861134280114193,0.5888657198858063,0.5888657198858063,2.2263354248990783
24.37,27.28745922877533,-2.9174592287753285,2.9174592287753285,-11.971519198913946
23.89,27.27613669857173,-3.386136698571729,3.386136698571729,-14.173866465348384
22.89,27.26481870040083,-4.37481870040083,4.37481870040083,-19.112357799916253
23.86,27.253505232448607,-3.3935052324486072,3.3935052324486072,-14.22257012761361
37.03,28.862926312351057,8.167073687648944,8.167073687648944,22.055289461649863
36.71,28.850973175011827,7.859026824988174,7.859026824988174,21.408408676077837
36.77,28.839024822116382,7.930975177883621,7.930975177883621,21.569146526743594
35.48,28.827081251749668,6.652918748250329,6.652918748250329,18.75118023745865
32.31,33.12118900101149,-0.8111890010114848,0.8111890010114848,-2.510643766671262
33.21,33.107531422579925,0.1024685774200762,0.1024685774200762,0.3085473574829154
32.46,33.09387931082329,-0.6338793108232892,0.6338793108232892,-1.952801327243651
33.27,33.08023266355347,0.1897673364465362,0.1897673364465362,0.5703857422498834
10.47,10.114040585501318,0.35595941449868285,0.35595941449868285,3.399803385851794
10.37,10.109592004269766,0.2604079957302332,0.2604079957302332,2.511166786212471
10.34,10.105145203657498,0.23485479634250161,0.23485479634250161,2.271322982035799
10.39,10.10070018295179,0.2892998170482102,0.2892998170482102,2.7844063238518784
10.78,10.7301717525783,0.04982824742169889,0.04982824742169889,0.4622286402754999
10.7,10.7254765545088,-0.02547655450880093,0.02547655450880093,-0.23809864026916758
10.67,10.720783235771112,-0.05078323577111199,0.05078323577111199,-0.475944102822043
13.69,10.716091795612996,2.973908204387003,2.973908204387003,21.72321551780134
11.21,11.42284792310155,-0.21284792310154899,0.21284792310154899,-1.8987325878817927
11.14,11.417875469772092,-0.2778754697720913,0.2778754697720913,-2.4943938040582703
11.11,11.412905006750513,-0.3029050067505139,0.3029050067505139,-2.726417702524878
11.16,11.40793653324016,-0.24793653324016063,0.24793653324016063,-2.2216535236573534
11.38,12.108335021955426,-0.7283350219554254,0.7283350219554254,-6.400132003123246
11.34,12.103088190912572,-0.7630881909125726,0.7630881909125726,-6.72917275937013
11.22,12.097843460001883,-0.8778434600018823,0.8778434600018823,-7.823916755810003
11.34,12.092600828382743,-0.752600828382743,0.752600828382743,-6.636691608313431
15.16,12.885782522859785,2.2742174771402155,2.2742174771402155,15.001434545779786
15.37,12.880224505409572,2.489775494590427,2.489775494590427,16.198929698050925
15.12,12.874668712649104,2.2453312873508953,2.2453312873508953,14.850074651791637
15.36,12.869115143687912,2.4908848563120873,2.4908848563120873,16.21669828328182
12.59,13.70933996950859,-1.1193399695085908,1.1193399695085908,-8.890706668058703
12.74,13.703452309371537,-0.9634523093715366,0.9634523093715366,-7.562420010765593
12.8,13.697567005869246,-0.8975670058692451,0.8975670058692451,-7.0122422333534775
12.62,13.691684058058431,-1.0716840580584321,1.0716840580584321,-8.491949746897244
28.15,27.404900019239843,0.7450999807601555,0.7450999807601555,2.646891583517426
28.15,27.393530481389273,0.7564695186107251,0.7564695186107251,2.6872807055443166
28.37,27.382165494387,0.9878345056130016,0.9878345056130016,3.4819686486182637
28.41,27.37080505641147,1.0391949435885302,1.0391949435885302,3.6578491502588175
32.68,29.1852284877283,3.4947715122717007,3.4947715122717007,10.693915276229195
33.48,29.17314634353533,4.306853656464668,4.306853656464668,12.863959547385509
32.84,29.1610690354233,3.678930964576704,3.678930964576704,11.202591244143434
32.0,29.148996561456496,2.851003438543504,2.851003438543504,8.90938574544845
29.54,28.320881677525804,1.2191183224741948,1.2191183224741948,4.127008539181432
30.05,28.30914550264686,1.7408544973531406,1.7408544973531406,5.79319300283907
29.6,28.297414025368834,1.3025859746311674,1.3025859746311674,4.400628292672862
28.66,28.285687243811438,0.3743127561885622,0.3743127561885622,1.3060459043564625
26.84,29.84075583916332,-3.000755839163322,3.000755839163322,-11.180163335183762
27.27,29.828411309148567,-2.5584113091485676,2.5584113091485676,-9.381779644842565
26.97,29.816071720239083,-2.8460717202390846,2.8460717202390846,-10.552731628621004
26.19,29.803737070457114,-3.6137370704571126,3.6137370704571126,-13.798156053673589
38.67,31.558428510442724,7.111571489557278,7.111571489557278,18.39040985145404
40.03,31.545396453119732,8.484603546880269,8.484603546880269,21.19561215808211
39.86,31.532369612096353,8.327630387903646,8.327630387903646,20.89219866508692
39.04,31.519347985284675,7.520652014715324,7.520652014715324,19.263965201627368
36.96,36.20105260820554,0.7589473917944574,0.7589473917944574,2.053429090352969
36.13,36.18616226268686,-0.05616226268685409,0.05616226268685409,-0.15544495623264348
36.91,36.17127787727882,0.7387221227211782,0.7387221227211782,2.001414583368134
36.43,36.156399449595796,0.27360055040420406,0.27360055040420406,0.7510308822514523
12.43,11.117221603816606,1.3127783961833934,1.3127783961833934,10.5613708462059
12.5,11.112371482549676,1.3876285174503238,1.3876285174503238,11.10102813960259
12.41,11.107523302625165,1.3024766973748356,1.3024766973748356,10.495380317283123
12.45,11.102677063266016,1.347322936733983,1.347322936733983,10.821870977782996
12.57,11.788966306479413,0.7810336935205875,0.7810336935205875,6.213474093242541
12.65,11.783847308123752,0.8661526918762483,0.8661526918762483,6.8470568527766655
12.57,11.778730358733076,0.7912696412669238,0.7912696412669238,6.294905658448082
12.63,11.773615457487253,0.8563845425127479,0.8563845425127479,6.780558531375676
12.78,12.544165155479721,0.23583484452027825,0.23583484452027825,1.8453430713636796
12.93,12.538743876112944,0.39125612388705555,0.39125612388705555,3.02595610121466
12.73,12.533324766704201,0.1966752332957995,0.1966752332957995,1.5449743385373094
12.72,12.52790782638493,0.19209217361507136,0.19209217361507136,1.5101585976027623
13.17,13.291526029274397,-0.12152602927439737,0.12152602927439737,-0.922748893503397
13.18,13.2858056061776,-0.10580560617760071,0.10580560617760071,-0.8027739467192769
13.17,13.280087472776133,-0.11008747277613296,0.11008747277613296,-0.8358957689911387
13.18,13.274371628153506,-0.09437162815350675,0.09437162815350675,-0.7160214579173502
17.5,14.13914788033016,3.3608521196698398,3.3608521196698398,19.204869255256227
17.35,14.13308818236487,3.216911817635131,3.216911817635131,18.54127848781055
17.52,14.127030909895371,3.3929690901046285,3.3929690901046285,19.36626192982094
17.37,14.120976061950815,3.249023938049186,3.249023938049186,18.704801025038492
15.09,15.037041675817576,0.05295832418242341,0.05295832418242341,0.35094979577484037
15.12,15.030622580794503,0.08937741920549591,0.08937741920549591,0.5911204973908459
15.08,15.02420605512192,0.055793944878079316,0.055793944878079316,0.3699863718705525
15.16,15.017792097771403,0.1422079022285967,0.1422079022285967,0.938046848473593
28.67,27.820586444940975,0.8494135550590265,0.8494135550590265,2.9627260378759206
28.57,27.80905052162354,0.7609494783764603,0.7609494783764603,2.663456347134968
28.18,27.797519215752974,0.3824807842470257,0.3824807842470257,1.3572774458730508
28.6,27.785992525481074,0.8140074745189274,0.8140074745189274,2.8461799808354105
32.46,29.626968811775797,2.8330311882242043,2.8330311882242043,8.72776090025941
33.27,29.614709853605977,3.6552901463940266,3.6552901463940266,10.986745255166896
32.33,29.60245580228986,2.727544197710138,2.727544197710138,8.436573454098788
31.66,29.5902066558634,2.069793344136599,2.069793344136599,6.537565837449775
29.34,28.74997287287171,0.5900271271282911,0.5900271271282911,2.010999069966909
29.87,28.738064947041924,1.1319350529580774,1.1319350529580774,3.789538175286499
29.27,28.726161787559256,0.5438382124407433,0.5438382124407433,1.8580055088511898
28.4,28.714263392515903,-0.3142633925159046,0.3142633925159046,-1.1065612412531853
25.74,30.292089360915536,-4.552089360915538,4.552089360915538,-17.68488485204172
25.98,30.279564177085582,-4.299564177085582,4.299564177085582,-16.54951569317006
25.38,30.267044006670623,-4.887044006670624,4.887044006670624,-19.255492540073384
24.94,30.254528847663956,-5.314528847663954,5.314528847663954,-21.309257608917218
38.57,32.03489900549057,6.535100994509428,6.535100994509428,16.943481966578762
40.19,32.02167623285703,8.168323767142965,8.168323767142965,20.32426913944505
39.97,32.008458752860115,7.961541247139884,7.961541247139884,19.918792212008718
38.98,31.995246563381343,6.984753436618654,6.984753436618654,17.918813331499884
36.95,36.745464754720764,0.2045352452792386,0.2045352452792386,0.5535459953430003
36.28,36.73035649910552,-0.4503564991055171,0.4503564991055171,-1.2413354440615134
36.86,36.71525429082309,0.14474570917690954,0.14474570917690954,0.39269047524934764
36.45,36.70015812745293,-0.2501581274529272,0.2501581274529272,-0.6863048764140663
12.35,11.294548914756174,1.055451085243826,1.055451085243826,8.546162633553246
12.45,11.289627815257589,1.1603721847424104,1.1603721847424104,9.320258511987232
